size_bhk,total_sqft,bath,balcony,furnishing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,dist_to_metro_km,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,rent_price_inr_per_month,location_premium_index,availability_score,has_metro,has_2_wheeler_parking,has_4_wheeler_parking,area_type_Carpet Area,area_type_Super Built Up Area,property_type_Builder Floor,property_type_Independent House,facing_North,facing_North East,facing_South,facing_South East,facing_West,water_source_Borewell + Tanker,water_source_Cauvery,water_source_Cauvery + Borewell,water_source_Tanker,dietary_preference_Veg Only,zone_East,zone_North,zone_South,zone_West
3,1752.0,3,0,1,0,3.8,0,1,0,1,0,0,0,10.0,3,22,2,1,44087.0,21,2,1,1,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1180.0,2,0,1,0,10.8,0,1,0,1,0,0,0,4.0,5,70,3,0,43399.0,31,2,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
2,1314.0,2,3,1,0,3.6,0,1,0,1,0,1,0,0.8,4,26,1,1,42210.0,31,2,1,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,510.0,1,1,0,0,3.0,0,0,0,1,0,0,0,0.4,4,27,3,1,17931.0,31,2,1,0,0,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
2,1402.0,3,0,1,0,2.0,1,1,0,1,1,0,0,3.0,4,20,1,1,42994.0,21,2,1,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1144.0,2,2,1,0,5.4,0,1,1,1,0,0,0,0.3,3,28,2,1,48217.0,21,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1190.0,2,0,1,0,10.0,0,0,0,1,1,0,0,1.5,4,69,1,0,45272.0,31,2,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,1196.0,2,2,0,0,1.0,1,0,0,1,0,0,0,0.5,1,11,2,1,39986.0,21,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3,1605.0,4,2,1,0,12.1,1,1,0,1,0,0,0,1.5,3,64,2,1,48478.0,31,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1526.0,2,1,1,0,11.9,0,1,0,1,0,0,1,1.5,2,59,1,1,43924.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,1920.0,4,2,0,0,7.0,0,1,0,1,0,0,0,0.4,6,36,3,1,93100.0,33,2,1,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1212.0,2,1,0,0,5.9,1,1,1,1,0,0,0,2.5,4,28,2,1,56675.0,33,2,1,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2,1062.0,2,3,0,0,14.8,0,1,0,1,0,0,0,1.2,9,68,2,0,49399.0,33,2,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
4,2852.0,5,2,0,0,1.7,0,1,1,1,0,0,0,0.4,5,21,2,1,120924.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
3,1572.0,3,0,1,0,0.9,0,1,0,1,0,0,0,20.0,4,31,1,1,21558.0,31,2,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,542.0,1,1,1,0,1.4,1,0,0,1,0,0,0,0.5,5,19,2,0,25577.0,33,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2,1028.0,2,1,1,0,8.5,0,0,0,1,0,0,0,1.5,3,54,2,1,36463.0,31,2,1,1,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,644.0,2,2,1,0,3.9,0,1,0,1,1,0,0,0.4,1,30,3,0,25573.0,31,2,1,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1,684.0,2,2,1,0,15.0,0,1,0,1,1,0,0,3.0,1,86,3,0,23501.0,31,2,1,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1204.0,2,0,1,0,10.5,1,1,1,1,0,0,0,1.5,2,54,2,1,41405.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
4,2712.0,4,0,1,0,12.4,1,1,0,1,0,0,0,0.5,5,58,1,1,80518.0,31,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3,2277.0,3,0,1,0,14.1,0,1,0,1,0,0,0,0.4,1,71,2,1,83817.0,31,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,670.0,2,2,0,0,4.1,0,1,0,1,0,0,0,3.0,2,27,3,1,17467.0,31,2,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1,698.0,1,3,0,0,14.7,1,1,0,1,0,0,0,1.2,5,63,1,0,31572.0,33,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2,1398.0,2,1,1,0,11.4,1,1,1,1,0,1,0,0.3,1,54,1,1,48292.0,21,2,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
3,1518.0,3,2,2,0,3.1,0,1,0,0,1,1,1,25.0,4,17,3,1,31866.0,21,2,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,679.0,1,0,1,0,7.5,0,0,0,0,0,0,0,25.0,1,37,2,0,10801.0,21,2,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,773.0,2,1,0,0,10.9,1,0,0,1,0,0,0,3.0,2,57,1,0,20858.0,31,2,1,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False
4,2500.0,5,2,1,0,6.7,1,0,1,1,0,0,0,1.0,6,45,1,1,101466.0,33,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1028.0,2,2,0,0,6.7,0,0,0,1,0,0,0,1.5,2,35,3,1,27890.0,31,2,1,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
4,2376.0,4,3,0,0,2.9,0,0,0,1,0,0,0,0.4,4,23,2,1,88409.0,21,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
4,2904.0,5,0,1,0,4.6,1,1,1,1,0,1,1,0.5,9,25,2,1,125645.625,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,1710.0,4,0,1,0,7.6,0,1,0,1,0,0,1,15.0,1,36,2,1,19557.0,31,2,0,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1464.0,3,0,1,0,8.3,1,1,1,1,0,0,1,1.5,5,42,2,1,42878.0,31,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2,1564.0,2,0,1,0,11.1,1,0,0,1,0,0,0,0.5,2,53,2,1,43919.0,31,2,1,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
3,2121.0,3,0,1,0,12.4,1,1,0,0,0,0,0,20.0,3,73,2,1,28243.0,31,2,0,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1128.0,2,1,1,0,5.5,1,0,0,1,0,0,0,4.0,3,46,2,1,42260.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3,1593.0,3,3,1,0,2.7,0,0,0,0,0,0,0,20.0,1,25,2,0,20361.0,31,2,0,1,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1130.0,3,2,2,0,13.9,0,0,0,0,1,1,1,10.0,2,66,2,0,30111.0,21,2,1,1,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2,1138.0,2,0,0,0,2.8,1,1,1,1,0,0,0,0.2,6,16,1,1,63993.0,33,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2,1462.0,2,3,1,0,0.5,1,0,1,1,1,0,0,2.5,9,12,1,1,80217.0,33,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
3,2013.0,3,2,1,0,5.9,1,1,0,1,0,1,0,1.0,8,45,1,1,75930.0,33,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,685.0,2,3,1,0,4.4,0,1,0,1,0,0,0,0.8,2,24,1,0,21580.0,31,2,1,0,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,733.0,1,1,1,0,1.0,0,1,0,1,0,0,0,3.0,4,29,2,0,21133.0,31,2,1,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
3,2190.0,3,0,1,0,3.6,1,1,0,1,0,0,1,3.0,2,39,2,1,57480.0,31,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3,1785.0,4,3,1,0,8.8,0,0,0,1,0,0,0,10.0,5,40,1,1,41558.0,21,2,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
3,1551.0,3,3,1,0,9.5,1,0,1,1,0,0,0,1.2,5,49,2,1,67583.0,33,2,1,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2,1172.0,3,3,1,0,5.1,1,0,0,1,0,0,0,0.4,4,31,1,1,43659.0,31,2,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2,1118.0,3,3,1,0,13.3,0,0,1,1,0,0,1,1.5,2,67,1,1,36663.0,31,2,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2,1338.0,2,3,1,0,6.8,1,0,1,1,1,1,1,1.2,7,39,1,1,54445.0,33,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2,1198.0,2,1,1,0,14.2,0,0,0,1,0,0,0,0.4,5,68,3,1,45173.0,21,2,1,0,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
2,1372.0,3,1,0,0,3.9,0,1,0,1,0,0,0,0.2,4,23,2,0,92201.0,33,2,1,1,0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3,2265.0,3,1,1,0,4.1,0,0,0,1,0,0,1,1.0,5,24,2,0,58656.0,31,2,1,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,676.0,1,0,2,0,0.8,0,1,0,1,1,1,1,0.4,3,11,1,1,33534.0,21,2,1,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1,684.0,1,1,0,0,5.1,1,0,0,1,0,0,0,0.2,10,30,1,0,36288.0,33,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,1788.0,3,1,1,0,8.4,0,0,0,1,1,1,0,20.0,1,48,2,1,27541.0,31,2,0,1,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
4,2696.0,4,2,1,0,3.3,1,1,1,1,0,1,0,0.5,5,27,1,1,125645.625,33,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2,1372.0,2,3,1,0,9.5,0,0,0,1,0,0,1,10.0,5,52,1,1,31516.0,21,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2,1062.0,2,1,1,0,9.3,0,1,0,1,0,0,0,25.0,3,48,1,1,17400.0,21,2,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3,1917.0,4,1,1,0,4.2,0,0,0,1,0,0,0,1.5,2,24,1,1,65486.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2,1374.0,2,2,1,0,9.9,0,1,0,1,0,0,0,0.8,3,47,3,1,52045.0,31,2,1,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4,2132.0,4,3,1,0,14.1,0,1,0,1,0,1,1,3.0,2,86,3,0,56330.0,31,2,1,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1725.0,4,1,2,0,7.2,0,0,0,1,1,1,1,0.2,6,43,3,1,125639.0,33,2,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,1086.0,2,1,1,0,7.3,0,1,0,1,1,1,0,15.0,4,38,2,1,11446.0,31,2,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1230.0,2,0,1,0,11.4,0,1,0,1,0,0,0,1.5,5,66,1,0,37707.0,31,2,1,0,0,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False
3,2094.0,3,3,1,0,13.4,1,1,1,1,0,0,1,0.5,7,66,2,1,122063.0,33,2,1,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2,1264.0,3,0,1,0,3.9,1,0,1,1,0,1,0,0.4,9,24,1,1,64914.0,33,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2,1352.0,2,0,0,0,7.9,0,1,1,1,0,0,0,1.5,2,46,2,1,40749.0,31,2,1,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4,2304.0,4,3,2,0,7.3,1,1,1,1,1,1,1,1.0,10,46,2,1,115451.0,33,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
1,671.0,1,2,0,0,14.5,0,1,0,0,0,0,0,25.0,1,69,2,0,10896.0,21,2,0,1,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2,1378.0,2,3,1,0,5.2,0,1,0,1,0,0,0,20.0,3,50,2,1,19250.0,31,2,0,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2,1224.0,3,0,1,0,4.3,0,1,0,1,0,0,0,20.0,4,36,1,1,19717.0,31,2,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
4,2040.0,5,2,2,0,9.0,0,1,0,1,1,1,1,1.0,1,47,2,1,78412.0,31,2,1,1,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2,1232.0,3,3,1,0,12.4,0,1,0,1,0,0,0,0.5,5,55,3,0,69552.0,33,2,1,0,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1,547.0,1,2,1,0,9.4,1,1,0,1,0,0,0,2.5,6,49,2,0,25220.0,33,2,1,1,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2,1138.0,2,1,1,0,10.8,0,0,0,1,1,0,0,0.3,2,56,1,0,34330.0,21,2,1,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
3,2121.0,3,2,2,0,10.4,0,1,0,1,1,1,1,3.0,4,56,1,0,77244.0,21,2,1,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4,2928.0,5,1,1,0,8.2,0,1,0,1,1,0,0,2.5,4,43,2,0,125645.625,33,2,1,1,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4,2480.0,4,1,2,0,11.8,0,0,0,1,1,1,1,0.2,5,58,2,1,125645.625,33,2,1,1,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,1462.0,2,3,1,0,3.8,0,0,0,1,0,0,0,0.4,1,27,3,1,54943.0,31,2,1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2,1194.0,2,2,1,0,3.6,0,0,0,1,0,0,0,20.0,2,40,1,1,15672.0,31,2,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,1773.0,3,3,1,0,14.7,0,1,0,1,0,0,0,0.3,1,73,2,1,53560.0,21,2,1,1,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,638.0,2,0,2,0,2.4,1,1,0,1,1,1,1,0.2,4,18,1,0,50550.0,33,2,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3,1662.0,3,1,1,0,2.8,1,1,0,1,0,1,0,0.5,4,19,2,1,86475.0,33,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3,1824.0,4,0,1,0,3.6,0,1,0,1,1,0,0,3.0,2,24,2,1,50469.0,21,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
4,2812.0,5,1,2,0,12.8,0,0,0,0,1,1,1,10.0,4,63,3,0,72508.0,21,2,1,0,0,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False
2,1318.0,2,3,1,0,9.2,1,1,1,1,0,0,1,0.3,4,50,2,1,42312.0,21,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2,1004.0,2,1,1,0,10.5,1,1,1,1,0,0,0,0.3,3,53,1,1,39622.0,21,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1779.0,3,0,1,0,11.6,0,1,0,1,0,0,0,0.4,2,54,1,1,72698.0,21,2,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3,2085.0,3,1,2,0,5.9,1,0,1,1,1,1,0,0.5,3,36,1,1,61003.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4,2464.0,4,2,1,0,2.4,0,1,0,1,1,1,0,15.0,2,21,3,1,34122.0,31,2,0,0,0,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False
2,1508.0,2,3,0,0,1.3,1,1,1,1,0,0,0,1.2,10,20,1,1,56053.0,33,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3,2193.0,3,2,1,0,1.8,0,0,0,1,1,1,0,15.0,2,16,1,0,25099.0,31,2,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,1416.0,2,0,1,0,14.7,1,0,1,1,0,0,0,0.3,4,70,2,1,44298.0,21,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
4,2864.0,4,0,0,0,11.9,1,1,1,1,0,0,0,1.2,10,61,2,1,109246.0,33,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3,2394.0,3,1,1,0,6.7,1,1,1,1,0,1,1,2.5,7,31,1,1,106948.0,33,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,632.0,1,3,1,0,7.4,0,0,0,1,0,1,0,3.0,2,57,2,0,17540.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,2310.0,3,0,1,0,1.9,1,0,1,1,0,1,1,0.3,2,15,1,1,83460.0,21,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2,1100.0,3,3,1,0,3.1,0,1,0,1,1,0,0,3.0,2,23,2,1,35508.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
3,1671.0,3,0,1,0,4.8,0,1,0,1,0,0,0,0.5,5,26,2,1,72452.0,21,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1228.0,2,0,1,0,12.2,1,1,0,1,0,0,0,1.0,9,60,2,1,55162.0,33,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1512.0,3,1,1,0,6.1,0,1,0,1,0,1,0,1.0,4,48,1,0,55554.0,33,2,1,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,693.0,1,2,0,0,9.7,1,1,0,1,0,0,0,0.5,1,44,1,0,16333.0,31,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
4,3112.5,4,1,1,0,5.6,0,1,0,1,0,0,0,0.3,2,34,1,0,95622.0,21,2,1,0,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2,1368.0,2,2,2,0,5.0,0,0,0,1,1,1,1,1.0,7,32,2,1,71962.0,33,2,1,1,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3,1956.0,3,0,0,0,1.9,1,1,0,1,0,0,0,3.0,5,30,2,1,57742.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,1494.0,2,1,2,0,12.9,0,1,0,1,1,1,1,0.4,2,66,1,1,72426.0,31,2,1,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
4,2932.0,4,0,1,0,3.9,0,0,0,1,0,0,1,0.5,2,29,3,1,110231.0,21,2,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2,1542.0,3,3,1,0,11.0,0,0,0,1,0,0,0,0.5,4,57,3,1,76816.0,33,2,1,0,0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3,2310.0,4,0,0,0,3.9,0,0,0,1,0,0,0,0.4,8,22,3,0,89532.0,33,2,1,0,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3,1989.0,3,2,1,0,4.7,0,1,0,1,1,1,0,15.0,2,27,1,1,27115.0,31,2,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,735.0,2,3,1,0,13.5,0,1,0,1,0,1,0,15.0,1,60,1,0,7976.0,31,2,0,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
4,2156.0,5,2,2,0,15.0,0,1,0,1,1,1,1,3.0,2,72,2,0,79513.0,21,2,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4,3112.5,4,2,2,0,1.4,1,1,1,1,1,0,1,1.2,7,20,1,1,125645.625,33,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1024.0,2,0,1,0,4.4,0,0,0,1,0,0,1,1.5,5,29,3,0,29423.0,31,2,1,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2,1048.0,2,0,1,0,10.1,0,1,0,1,1,0,0,10.0,5,45,3,0,23563.0,21,2,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1024.0,2,3,1,0,11.5,1,1,0,1,0,1,1,0.2,10,61,2,1,61916.0,33,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1,689.0,1,0,1,0,2.9,1,0,0,1,1,0,0,20.0,2,36,2,0,8706.0,31,2,0,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,682.0,1,2,1,0,5.9,0,0,0,1,1,0,0,25.0,1,31,2,0,12940.0,21,2,0,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1296.0,2,3,1,0,11.3,1,0,1,1,0,0,1,0.4,10,60,2,1,55769.0,33,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1266.0,3,3,1,0,14.8,0,1,0,1,0,0,0,1.2,6,74,1,1,61996.0,33,2,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,1578.0,2,3,1,0,13.3,0,1,0,1,0,0,0,20.0,4,79,2,1,23899.0,31,2,0,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
3,2238.0,3,2,0,0,10.3,0,1,0,1,0,0,0,15.0,5,55,2,1,27785.0,31,2,0,1,0,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
3,2133.0,3,1,1,0,5.1,0,0,0,1,0,0,1,0.8,2,33,2,1,83206.0,31,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1,625.0,1,1,1,0,10.0,0,1,0,1,1,0,0,0.8,1,48,2,0,20610.0,31,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
3,1839.0,4,2,1,0,12.6,0,0,0,1,0,0,0,25.0,4,64,1,1,37133.0,21,2,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
4,3112.5,4,3,1,0,9.1,1,1,0,1,1,1,0,1.0,4,60,1,1,125645.625,33,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3,2109.0,3,0,0,0,13.8,0,1,1,1,0,0,0,15.0,1,62,1,1,23720.0,31,2,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3,1563.0,3,0,0,0,11.0,0,0,0,1,0,0,0,0.3,3,50,1,1,52181.0,21,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3,1668.0,4,2,2,0,11.7,0,0,0,1,1,1,1,2.5,6,60,2,1,99639.0,33,2,1,1,0,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3,1737.0,3,2,1,0,12.1,1,0,1,1,1,0,0,0.5,10,63,1,1,84530.0,33,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,587.0,2,2,1,0,2.7,1,1,0,1,0,0,0,1.5,2,24,1,0,19689.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,620.0,2,3,1,0,9.4,0,1,0,1,0,0,0,15.0,2,42,2,1,6955.0,31,2,0,1,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3,2169.0,4,3,1,0,14.8,0,1,1,1,0,1,0,1.0,1,68,2,1,59350.0,31,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3,2124.0,3,3,2,0,13.7,1,1,1,1,1,1,1,0.5,5,66,1,1,58595.0,31,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
4,2524.0,4,2,1,0,10.9,0,1,0,1,0,0,0,3.0,1,50,3,0,67561.0,21,2,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2,1206.0,2,1,1,0,12.3,1,1,1,1,0,0,0,4.0,4,74,2,1,40055.0,31,2,1,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,2452.0,4,0,1,0,2.2,1,0,1,1,0,0,0,0.5,4,14,2,1,124392.0,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3,1824.0,4,1,0,0,3.4,0,1,0,1,0,0,0,10.0,4,27,2,1,37868.0,21,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1710.0,4,2,1,0,7.2,0,1,0,1,0,0,0,1.0,2,36,1,0,53283.0,31,2,1,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2,1192.0,2,1,0,0,4.1,1,1,1,1,0,0,0,1.0,3,21,2,1,28149.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
2,1272.0,2,1,0,0,6.0,0,0,0,1,0,0,0,1.2,9,30,2,0,56273.0,33,2,1,1,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
