size_bhk,total_sqft,bath,balcony,furnishing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,dist_to_metro_km,legal_security_deposit,market_security_deposit,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,rent_price_inr_per_month,location_premium_index,availability_score,has_metro,has_2_wheeler_parking,has_4_wheeler_parking,area_type_Carpet Area,area_type_Super Built Up Area,property_type_Builder Floor,property_type_Independent House,facing_North,facing_North East,facing_South,facing_South East,facing_West,water_source_Borewell + Tanker,water_source_Cauvery,water_source_Cauvery + Borewell,water_source_Tanker,dietary_preference_Veg Only,zone_East,zone_North,zone_South,zone_West
3,1575.0,4,2,0,0,9.3,0,1,0,1,0,0,0,2.5,141252,494382,7,45,3,0,70626.0,33,2,1,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,528.0,2,3,1,0,5.3,0,1,0,0,0,0,0,25.0,17438,52314,4,29,1,0,8719.0,21,2,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1,598.0,1,2,2,0,8.5,1,1,0,1,1,1,1,0.3,52846,158538,1,43,1,0,26423.0,21,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
4,2928.0,5,3,2,0,3.2,1,1,0,1,0,1,1,0.5,192514,481285,1,26,1,1,96257.0,31,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
1,746.0,1,3,1,0,6.1,0,1,0,1,0,0,0,10.0,31608,79020,3,30,1,0,15804.0,21,2,1,0,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1440.0,2,2,1,0,9.6,0,1,0,1,1,0,1,1.5,90748,362992,5,49,1,1,45374.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2,1404.0,2,1,1,0,11.7,0,1,0,1,0,1,0,1.5,76730,230190,3,59,1,1,38365.0,31,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3,2346.0,3,2,1,0,3.9,0,1,0,1,0,1,0,2.5,225302,675906,10,28,3,0,112651.0,33,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
4,2904.0,4,1,2,0,10.1,1,1,0,1,1,1,1,0.8,242332,605830,4,46,1,1,121166.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3,2169.0,4,2,1,0,13.2,0,1,0,1,0,0,0,1.5,153914,769570,1,58,1,0,76957.0,31,2,1,0,0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2,1560.0,2,2,2,0,4.4,1,1,1,1,1,0,1,1.0,159444,558054,5,34,2,1,79722.0,33,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2,1316.0,2,0,1,0,14.0,0,0,0,1,1,0,0,1.2,120550,602750,4,71,3,0,60275.0,33,2,1,0,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3,1521.0,3,1,0,0,13.4,1,1,1,1,0,0,0,0.8,90376,451880,5,60,2,1,45188.0,31,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2,1586.0,2,1,1,0,11.1,0,1,0,1,0,0,1,1.0,127660,574470,8,65,3,1,63830.0,33,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2,1518.0,3,3,1,0,4.0,0,1,0,1,0,0,1,3.0,93848,375392,5,28,2,0,46924.0,21,2,1,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2,1344.0,2,3,2,0,14.9,0,0,0,1,0,1,1,0.4,106262,371917,4,67,1,0,53131.0,21,2,1,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1170.0,2,0,1,0,7.9,0,0,0,1,1,0,0,3.0,61336,276012,1,58,1,1,30668.0,31,2,1,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
3,1515.0,3,1,1,0,7.1,0,0,0,1,0,0,1,1.2,137882,344705,10,43,3,1,68941.0,33,2,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3,1743.0,4,2,1,0,3.1,0,1,1,1,0,0,0,1.0,106724,533620,4,17,2,1,53362.0,31,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3,1878.0,4,0,1,0,4.4,0,1,0,1,0,0,0,1.2,179828,449570,4,27,3,0,89914.0,33,2,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2044.0,5,0,1,0,3.9,0,1,0,1,0,0,0,0.3,147750,517125,4,21,2,1,73875.0,21,2,1,1,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,593.0,1,1,0,0,10.5,1,1,0,1,0,0,0,1.5,38782,155128,1,64,1,0,19391.0,31,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1018.0,3,2,2,0,9.4,1,1,0,1,1,1,0,0.4,101488,507440,4,52,2,1,50744.0,21,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,675.0,2,2,1,0,12.6,1,0,0,1,0,0,0,0.5,34132,136528,1,59,1,0,17066.0,31,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
2,1262.0,2,3,1,0,11.6,0,1,0,1,0,0,0,0.2,187114,935570,7,55,1,1,93557.0,33,2,1,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1162.0,2,2,2,0,5.1,0,1,0,1,1,1,1,1.0,119186,297965,5,37,1,1,59593.0,33,2,1,0,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,650.0,1,0,2,0,3.0,0,0,0,1,1,1,1,20.0,23336,93344,5,33,1,1,11668.0,31,2,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,2169.0,4,0,2,0,4.1,1,1,0,1,1,1,1,3.0,158366,712647,3,39,1,1,79183.0,31,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,2043.0,3,0,1,0,8.3,1,0,1,1,0,0,0,0.2,241896,1088532,4,40,2,1,120948.0,33,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,566.0,1,0,1,0,3.4,0,1,0,1,0,0,0,10.0,24636,123180,4,26,1,0,12318.0,21,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2,1300.0,2,1,1,0,5.0,0,1,0,1,0,0,0,1.5,79744,279104,4,38,2,0,39872.0,31,2,1,1,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,1328.0,3,2,1,0,13.8,1,0,1,1,0,0,0,2.5,122494,428729,6,68,2,1,61247.0,33,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1122.0,2,3,0,0,3.3,1,1,1,1,0,0,0,0.4,112976,395416,6,25,2,1,56488.0,33,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4,2336.0,5,2,0,0,12.9,1,1,0,1,0,0,0,0.3,137008,548032,5,64,1,1,68504.0,21,2,1,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2,1526.0,2,1,1,0,5.5,0,1,0,1,0,0,0,0.5,185452,741808,9,31,2,0,92726.0,33,2,1,1,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,2391.0,4,2,1,0,4.1,0,0,0,1,1,0,0,25.0,90508,271524,5,30,2,1,45254.0,21,2,0,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1,587.0,2,0,0,0,1.2,0,1,0,1,0,0,0,0.5,36246,144984,3,15,2,0,18123.0,21,2,1,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3,2361.0,3,2,0,0,2.5,0,0,0,1,0,0,0,0.4,172648,776916,2,23,2,1,86324.0,21,2,1,1,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2,1296.0,2,0,1,0,10.3,1,0,1,1,0,0,0,0.4,140342,421026,8,56,1,1,70171.0,33,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2,1284.0,2,1,0,0,12.2,0,1,0,0,0,0,0,25.0,39186,176337,2,62,2,1,19593.0,21,2,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False
3,1962.0,3,3,0,0,9.5,1,1,1,1,0,0,0,1.2,173198,606193,6,44,2,1,86599.0,33,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,664.0,1,3,0,0,2.1,0,1,0,1,0,0,0,15.0,13940,34850,4,18,2,0,6970.0,31,2,0,1,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2,1346.0,2,0,1,0,2.2,0,1,0,1,0,0,0,0.4,98560,246400,5,16,1,0,49280.0,21,2,1,0,0,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True
1,779.0,2,0,1,0,12.4,0,1,0,1,0,0,0,0.4,75308,376540,8,59,1,0,37654.0,33,2,1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,730.0,1,2,1,0,4.5,1,1,0,1,0,1,0,1.5,49998,124995,5,44,1,0,24999.0,31,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1410.0,2,0,0,0,6.1,0,1,0,1,0,0,0,3.0,87442,262326,2,35,2,0,43721.0,21,2,1,1,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
2,1344.0,2,0,0,0,5.9,1,1,1,1,0,0,0,1.0,79770,279195,5,29,1,1,39885.0,31,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
2,1336.0,3,3,1,0,13.3,1,1,1,1,1,0,0,0.5,151580,682110,6,61,2,1,75790.0,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,1526.0,2,0,1,0,7.2,0,0,0,1,0,0,0,3.0,86250,215625,5,43,1,0,43125.0,21,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,588.0,1,0,2,0,0.9,0,1,0,1,1,1,1,3.0,45354,181416,5,16,2,1,22677.0,21,2,1,1,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2,1142.0,2,2,1,0,10.1,0,1,0,1,0,0,0,2.5,116926,526167,8,50,1,1,58463.0,33,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
3,1542.0,3,0,1,0,4.1,0,1,0,1,0,0,1,3.0,88848,444240,3,45,2,0,44424.0,31,2,1,1,0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2,1410.0,2,1,0,0,13.9,0,1,0,1,0,0,0,10.0,64988,194964,4,65,1,1,32494.0,21,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
3,2172.0,3,3,1,0,12.9,1,0,1,1,0,0,0,2.5,237412,949648,5,65,1,1,118706.0,33,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4,2916.0,5,3,2,0,1.7,0,1,0,1,1,1,1,1.0,194426,972130,1,19,1,1,97213.0,31,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
4,2104.0,5,1,2,0,3.9,0,0,0,0,1,1,1,15.0,54742,191597,2,21,2,1,27371.0,31,2,0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
3,2019.0,4,0,2,0,5.8,1,1,0,1,1,1,1,0.3,165748,662992,3,36,2,1,82874.0,21,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2,1048.0,3,1,2,0,7.6,0,1,1,1,1,1,1,15.0,33996,118986,3,45,1,1,16998.0,31,2,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
2,1194.0,2,1,0,0,14.9,0,1,0,1,0,0,0,1.0,104262,521310,6,79,3,1,52131.0,33,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2,1352.0,3,3,1,0,6.0,1,0,1,1,0,0,1,0.4,127052,317630,6,38,1,1,63526.0,33,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2,1182.0,3,3,1,0,13.8,0,0,0,1,1,0,1,0.8,90004,270012,2,61,1,1,45002.0,31,2,1,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
4,3112.5,5,0,1,0,1.1,0,0,0,1,0,1,1,20.0,96136,480680,1,15,1,1,48068.0,31,2,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,669.0,2,0,1,0,9.7,1,1,0,1,0,1,0,2.5,63498,285741,9,45,2,0,31749.0,33,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3,1512.0,4,1,1,0,5.0,0,0,1,1,0,0,0,0.8,104408,313224,3,34,2,1,52204.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
2,1240.0,2,1,1,0,10.3,1,0,1,1,0,0,0,1.0,96032,288096,6,65,1,1,48016.0,33,2,1,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
3,1914.0,3,2,1,0,14.6,0,1,0,1,0,0,1,15.0,42652,170608,3,64,3,1,21326.0,31,2,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1,567.0,1,0,1,0,11.1,0,1,0,1,0,0,0,25.0,18268,91340,2,54,2,0,9134.0,21,2,0,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1671.0,3,3,2,0,8.6,0,1,0,1,1,0,1,1.5,122368,367104,4,51,3,0,61184.0,31,2,1,0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False
2,1216.0,2,0,0,0,6.9,1,0,0,1,0,0,0,1.5,76122,266427,1,41,2,1,38061.0,31,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
1,760.0,2,0,0,0,1.5,1,0,0,1,0,0,0,0.3,49490,247450,2,17,1,0,24745.0,21,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3,1689.0,3,2,2,0,6.1,0,1,0,1,1,1,0,0.5,169370,592795,3,32,1,1,84685.0,21,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
3,1635.0,4,1,2,0,4.1,0,1,0,1,1,1,0,1.5,119812,359436,5,43,3,0,59906.0,31,2,1,0,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
3,1752.0,3,2,2,0,2.9,1,0,0,1,1,1,1,0.2,245262,1226310,8,22,2,1,122631.0,33,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,1492.0,2,2,1,0,1.3,1,1,1,1,0,0,0,0.5,143596,717980,5,12,2,1,71798.0,33,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2,1594.0,3,0,2,0,9.5,0,1,0,1,1,1,1,0.5,94728,331548,1,47,2,1,47364.0,31,2,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1,703.0,1,2,0,0,1.3,0,1,0,1,0,0,0,0.5,47174,212283,4,12,1,0,23587.0,21,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,796.0,2,3,0,0,8.2,0,1,0,1,0,0,0,25.0,24438,61095,2,41,2,0,12219.0,21,2,0,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1434.0,3,2,1,0,1.3,1,1,0,1,0,0,0,3.0,81266,203165,3,35,2,1,40633.0,31,2,1,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
4,2904.0,4,0,1,0,9.7,0,1,1,1,1,0,0,20.0,78716,314864,3,57,1,1,39358.0,31,2,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3,2295.0,3,2,2,0,8.5,1,1,1,1,1,1,0,0.5,289698,1158792,7,43,1,1,125645.625,33,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,1594.0,2,0,1,0,12.4,0,0,0,1,1,0,0,0.5,120252,481008,4,61,2,0,60126.0,21,2,1,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
3,2175.0,3,3,1,0,1.5,1,1,0,1,1,0,1,10.0,95032,380128,3,18,1,1,47516.0,21,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,708.0,1,2,0,0,11.9,1,1,0,1,0,0,0,0.3,46480,116200,1,61,1,0,23240.0,21,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,541.0,1,2,0,0,13.1,0,1,0,1,0,0,0,0.2,56870,284350,8,61,1,0,28435.0,33,2,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1550.0,3,3,1,0,10.6,0,1,0,1,0,0,0,0.5,80950,323800,4,49,2,1,40475.0,31,2,1,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1110.0,2,2,1,0,14.7,0,1,0,0,0,0,0,10.0,50998,152994,4,71,2,1,25499.0,21,2,1,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1596.0,2,2,1,0,8.6,0,0,0,1,0,0,0,0.5,96710,290130,2,43,1,1,48355.0,31,2,1,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2,1134.0,2,2,1,0,2.9,0,1,0,1,0,0,0,0.4,90256,361024,5,26,1,1,45128.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2,1528.0,3,0,1,0,5.1,0,1,0,1,0,0,0,0.2,214080,642240,7,30,1,0,107040.0,33,2,1,0,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2,1408.0,2,1,2,0,13.5,0,1,0,1,1,1,1,0.4,134454,672270,1,65,1,0,67227.0,21,2,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2,1276.0,2,1,2,0,1.2,1,1,0,1,1,1,1,0.3,99082,247705,1,10,2,1,49541.0,21,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2,1324.0,2,1,1,0,11.7,1,1,1,1,0,0,0,0.5,94676,426042,3,53,1,1,47338.0,21,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1,751.0,2,2,1,0,10.1,0,1,0,1,0,1,1,0.4,54946,219784,4,55,1,0,27473.0,31,2,1,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
3,2085.0,3,2,1,0,3.6,0,1,0,1,1,0,0,3.0,133266,599697,5,28,1,1,66633.0,21,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
4,2596.0,4,0,1,0,9.3,0,1,0,1,1,0,0,25.0,83782,209455,4,48,1,1,41891.0,21,2,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,634.0,1,3,1,0,7.0,1,1,0,1,1,0,1,0.3,43886,175544,1,43,2,0,21943.0,21,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1376.0,3,3,1,0,1.3,0,1,0,1,0,0,0,4.0,106564,479538,5,15,1,1,53282.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
3,1500.0,3,0,0,0,14.9,0,1,1,1,0,0,0,3.0,71660,214980,1,75,1,1,35830.0,31,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
3,1911.0,4,1,0,0,8.3,0,0,1,1,0,0,0,0.4,130134,650670,5,43,2,1,65067.0,31,2,1,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1,746.0,1,1,1,0,8.6,0,1,0,1,0,0,0,25.0,25482,114669,4,42,1,0,12741.0,21,2,0,0,0,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False
2,1490.0,3,3,1,0,5.5,0,0,0,1,0,0,0,0.5,69774,244209,1,37,1,1,34887.0,31,2,1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3,2274.0,3,3,0,0,10.5,1,1,1,1,0,0,0,0.5,236126,826441,7,52,1,1,118063.0,33,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,535.0,1,2,1,0,2.1,1,1,0,1,0,0,0,3.0,32066,112231,4,36,2,0,16033.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
4,2676.0,4,3,0,0,14.3,0,1,0,1,0,0,0,4.0,168054,672216,5,87,3,1,84027.0,31,2,1,0,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2,1508.0,2,1,1,0,8.3,1,0,0,1,0,0,0,0.2,224048,672144,7,39,1,1,112024.0,33,2,1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,776.0,1,0,1,0,13.2,0,1,0,1,0,0,1,0.5,46090,161315,3,61,2,0,23045.0,31,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
2,1506.0,2,1,2,0,6.1,0,0,0,1,0,1,1,0.8,111662,446648,5,38,3,1,55831.0,31,2,1,0,0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2,1544.0,2,1,1,0,14.8,0,1,0,1,0,0,0,1.5,101446,405784,5,66,1,1,50723.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,1671.0,3,3,2,0,4.7,1,0,0,1,1,1,1,0.4,194458,875061,10,26,2,1,97229.0,33,2,1,1,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,550.0,1,2,1,0,13.8,1,1,0,1,0,0,0,0.5,31722,158610,4,66,2,0,15861.0,31,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
1,549.0,1,2,2,0,2.1,0,1,0,1,1,1,1,0.4,50530,126325,5,23,1,1,25265.0,31,2,1,0,0,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False
1,578.0,2,2,1,0,9.7,0,1,0,1,0,0,0,1.5,43552,108880,3,66,1,0,21776.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1178.0,2,3,2,0,13.3,0,1,0,1,1,1,1,1.0,76300,381500,2,60,2,0,38150.0,31,2,1,1,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2,1252.0,2,3,1,0,5.1,0,1,1,1,0,0,0,1.5,74820,187050,4,32,2,1,37410.0,31,2,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1494.0,2,2,2,0,6.2,0,1,0,1,1,1,1,0.8,114034,570170,4,37,1,0,57017.0,31,2,1,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,593.0,1,2,2,0,10.8,1,1,0,1,1,1,1,0.5,32678,147051,3,48,1,0,16339.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,749.0,1,3,2,0,5.4,0,1,0,1,1,1,1,1.2,85072,255216,5,27,2,1,42536.0,33,2,1,1,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2,1268.0,2,1,1,0,15.0,0,1,0,1,0,0,0,2.5,118220,591100,6,73,2,0,59110.0,33,2,1,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3,2154.0,3,0,0,0,7.4,1,1,1,1,0,0,0,0.4,135006,540024,1,41,2,1,67503.0,21,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2,1406.0,3,2,1,0,10.7,0,0,0,1,0,1,0,3.0,75950,265825,4,61,1,0,37975.0,31,2,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,543.0,1,2,1,0,8.6,1,0,0,1,0,1,0,1.0,33502,83755,1,43,2,0,16751.0,31,2,1,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4,2836.0,5,3,1,0,10.0,1,0,1,1,0,0,0,0.5,153264,536424,2,49,1,1,76632.0,31,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
4,2336.0,4,1,1,0,0.5,0,0,0,1,0,0,0,1.5,149592,747960,1,12,1,1,74796.0,31,2,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,2214.0,3,3,2,0,0.6,0,1,0,1,1,1,1,3.0,177146,531438,3,16,2,0,88573.0,21,2,1,1,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2,1206.0,2,3,2,0,11.4,1,1,1,1,1,1,1,1.0,132094,330235,8,61,1,1,66047.0,33,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,1566.0,4,3,0,0,11.3,0,1,0,1,0,0,0,1.5,81818,245454,4,50,2,1,40909.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2,1326.0,2,1,0,0,5.6,1,0,1,1,0,0,0,0.4,91704,412668,4,31,1,1,45852.0,31,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3,2310.0,3,1,1,0,14.1,0,1,0,1,0,0,0,3.0,137738,688690,5,67,1,1,68869.0,21,2,1,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1,790.0,1,2,1,0,8.8,0,0,0,1,0,0,1,0.2,108214,486963,10,45,2,1,54107.0,33,2,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,2400.0,3,2,0,0,8.4,0,1,0,1,0,0,0,0.3,190536,952680,5,45,1,1,95268.0,21,2,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
4,2136.0,5,0,1,0,10.3,1,0,1,1,0,0,0,4.0,137378,618201,3,61,2,1,68689.0,31,2,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,528.0,1,2,1,0,11.4,0,0,0,1,0,0,0,0.8,33980,152910,4,50,2,0,16990.0,31,2,1,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3,2013.0,3,1,1,0,0.8,0,1,0,1,1,0,0,0.2,248128,992512,7,12,3,0,124064.0,33,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3,1761.0,3,1,1,0,8.2,1,0,0,1,0,0,0,1.0,106382,531910,3,44,1,1,53191.0,31,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
