listing_id,area_type,availability,location,zone,market_status,property_type,size_bhk,society,total_sqft,bath,balcony,furnishing,facing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,water_source,nearest_metro_station,dist_to_metro_km,legal_security_deposit,market_security_deposit,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,pets_allowed,dietary_preference,rent_price_inr_per_month
BLR-XPND-2937,Carpet Area,Ready To Move,Thanisandra,North,Normal,Apartment,2,Unknown,1342,2,0,Semi-Furnished,South,10+ years,10.1,0,1,1,1,0,0,0,Borewell + Tanker,Nagawara,3.0,72250,325125,1,48,1,1,1,Any,36125
BLR-XPND-2938,Super built-up Area,Ready To Move,Kanakapura Road,South,Normal,Builder Floor,3,Standalone,2208,3,0,Semi-Furnished,West,10+ years,8.4,0,1,0,1,0,1,0,Cauvery,Silk Institute,1.0,115864,405524,3,38,3,1,1,Any,57932
BLR-XPND-2939,Super built-up Area,18-Mar,Thanisandra,North,Normal,Independent House,2,Unknown,1276,2,1,Semi-Furnished,North-East,1-5 years,10.1,0,0,0,1,0,0,0,Borewell + Tanker,Nagawara,3.0,75780,378900,5,52,2,1,1,Veg Only,37890
BLR-XPND-2940,Built-up Area,06-May,Sarjapur Road,East,Normal,Apartment,1,Unknown,712,1,1,Semi-Furnished,North,0-1 years,4.8,0,1,0,1,0,1,0,Tanker,Silk Board,4.0,54874,246933,4,33,2,0,1,Veg Only,27437
BLR-XPND-2941,Carpet Area,Ready To Move,Kanakapura Road,South,Normal,Apartment,2,Brigade,1328,2,0,Unfurnished,North,10+ years,8.9,1,1,0,1,0,0,0,Borewell,Silk Institute,1.0,61646,184938,3,44,1,1,1,Any,30823
BLR-XPND-2942,Carpet Area,Ready To Move,Marathahalli,East,Normal,Apartment,2,Sobha,1176,3,2,Semi-Furnished,East,5-10 years,11.7,1,0,0,1,0,1,1,Tanker,Kundalahalli,1.5,75412,263942,3,66,1,1,1,Any,37706
BLR-XPND-2943,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,3,Standalone,1806,4,0,Semi-Furnished,North,1-5 years,4.5,1,0,1,1,0,0,0,Borewell,Rajajinagar,0.4,142368,355920,3,26,2,1,1,Any,71184
BLR-XPND-2944,Carpet Area,Ready To Move,Yelahanka,North,Cold,Apartment,4,Mantri,2424,5,2,Semi-Furnished,South,10+ years,14.2,1,1,0,1,0,0,0,Borewell + Tanker,Nagasandra,10.0,102716,308148,2,62,2,1,1,Any,51358
BLR-XPND-2945,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,2,Mantri,1268,2,2,Unfurnished,South,1-5 years,1.0,1,1,0,1,0,0,0,Borewell,Rajajinagar,0.4,91968,275904,3,14,2,1,1,Any,45984
BLR-XPND-2946,Built-up Area,Ready To Move,HSR Layout,South,Hot,Independent House,4,Sobha,2460,4,0,Fully Furnished,South,10+ years,11.4,0,1,0,1,1,1,0,Cauvery + Borewell,Bommanahalli,1.2,239790,839265,4,56,3,0,0,Any,119895
BLR-XPND-2947,Built-up Area,Ready To Move,Rajajinagar,West,Normal,Builder Floor,2,Standalone,1568,3,1,Semi-Furnished,West,5-10 years,7.6,0,1,0,1,0,0,0,Tanker,Rajajinagar,0.4,115612,346836,3,38,1,0,1,Veg Only,57806
BLR-XPND-2948,Carpet Area,Ready To Move,Yelahanka,North,Cold,Builder Floor,1,Mantri,647,2,2,Unfurnished,West,5-10 years,11.8,0,1,0,1,0,0,0,Tanker,Nagasandra,10.0,25422,101688,3,60,3,0,1,Any,12711
BLR-XPND-2949,Built-up Area,Ready To Move,Ulsoor,Central,Hot,Apartment,3,Unknown,1749,4,2,Unfurnished,West,1-5 years,8.7,1,0,1,1,0,0,0,Tanker,Ulsoor,0.4,152092,456276,10,40,1,1,1,Any,76046
BLR-XPND-2950,Super built-up Area,26-Feb,HSR Layout,South,Hot,Apartment,3,Sobha,1638,3,1,Unfurnished,South,1-5 years,0.5,1,0,1,1,0,0,0,Cauvery,Bommanahalli,1.2,142822,499877,6,9,2,1,1,Veg Only,71411
BLR-XPND-2951,Super built-up Area,Ready To Move,Electronic City,South,Normal,Apartment,3,Standalone,1737,4,1,Unfurnished,South-East,0-1 years,10.1,1,1,1,1,0,0,0,Borewell,Electronic City,0.5,93200,326200,5,47,2,1,1,Any,46600
BLR-XPND-2952,Built-up Area,Ready To Move,Devanahalli,North,Cold,Independent House,3,Mantri,2370,4,1,Semi-Furnished,West,0-1 years,4.5,0,1,0,1,0,0,1,Borewell + Tanker,None,25.0,96362,433629,5,30,2,1,0,Any,48181
BLR-XPND-2953,Super built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,4,Mantri,2440,4,2,Semi-Furnished,North,0-1 years,7.3,0,1,0,0,0,0,0,Tanker,None,25.0,92458,462290,4,36,2,1,1,Any,46229
BLR-XPND-2954,Super built-up Area,06-Apr,JP Nagar,South,Normal,Apartment,2,Standalone,1298,2,3,Semi-Furnished,South,5-10 years,12.9,1,1,0,1,0,0,0,Borewell,JP Nagar,0.8,83070,290745,5,59,1,1,1,Any,41535
BLR-XPND-2955,Carpet Area,Ready To Move,JP Nagar,South,Normal,Independent House,2,Prestige,1028,2,3,Fully Furnished,East,0-1 years,5.4,0,0,0,1,1,1,1,Borewell,JP Nagar,0.8,94966,379864,3,28,1,0,0,Any,47483
BLR-XPND-2956,Carpet Area,07-May,Rajajinagar,West,Normal,Independent House,3,Standalone,2370,4,1,Unfurnished,West,1-5 years,9.8,0,1,0,1,0,0,0,Borewell,Rajajinagar,0.4,161788,566258,2,51,2,0,0,Any,80894
BLR-XPND-2957,Built-up Area,17-Feb,Malleshwaram,West,Normal,Independent House,2,Sobha,1534,2,2,Fully Furnished,North-East,0-1 years,7.5,0,1,0,1,1,1,1,Tanker,Mantri Square,0.5,160678,562373,5,44,2,0,1,Veg Only,80339
BLR-XPND-2958,Carpet Area,Ready To Move,Malleshwaram,West,Normal,Apartment,1,Brigade,597,2,3,Fully Furnished,North-East,10+ years,2.9,0,1,0,1,1,1,1,Cauvery + Borewell,Mantri Square,0.5,48522,145566,3,25,1,0,1,Veg Only,24261
BLR-XPND-2959,Carpet Area,Ready To Move,Anekal,South,Cold,Independent House,2,Standalone,1370,3,3,Unfurnished,South-East,0-1 years,12.1,0,0,0,1,0,0,0,Borewell,None,15.0,31574,78935,3,63,3,1,1,Any,15787
BLR-XPND-2960,Super built-up Area,Ready To Move,Koramangala,South,Hot,Apartment,3,Sobha,2064,3,3,Unfurnished,West,10+ years,11.2,1,1,0,1,0,0,0,Tanker,BTM Layout,2.5,169946,424865,4,58,2,1,1,Veg Only,84973
BLR-XPND-2961,Built-up Area,26-Feb,Thanisandra,North,Normal,Apartment,3,Sobha,1761,3,2,Semi-Furnished,South-East,1-5 years,7.4,1,1,1,1,1,0,0,Borewell + Tanker,Nagawara,3.0,110690,553450,2,39,1,1,1,Any,55345
BLR-XPND-2962,Carpet Area,Ready To Move,Whitefield,East,Hot,Independent House,1,Mantri,533,1,3,Unfurnished,South-East,5-10 years,14.8,0,1,0,1,0,0,0,Borewell,Kadugodi,1.0,38322,134127,9,74,2,0,1,Any,19161
BLR-XPND-2963,Super built-up Area,Ready To Move,Sarjapur Road,East,Normal,Independent House,2,Brigade,1474,3,3,Semi-Furnished,South,10+ years,7.2,0,1,0,1,1,0,1,Borewell + Tanker,Silk Board,4.0,92914,232285,1,40,3,0,1,Any,46457
BLR-XPND-2964,Super built-up Area,20-Feb,Sarjapur Road,East,Normal,Apartment,2,Brigade,1008,2,2,Semi-Furnished,East,0-1 years,10.6,1,1,1,1,0,1,0,Tanker,Silk Board,4.0,77620,232860,2,54,2,1,1,Any,38810
BLR-XPND-2965,Carpet Area,Ready To Move,Devanahalli,North,Cold,Builder Floor,2,Mantri,1016,2,3,Unfurnished,North,0-1 years,1.6,0,1,0,1,0,0,0,Tanker,None,25.0,36080,162360,2,16,2,0,0,Any,18040
BLR-XPND-2966,Super built-up Area,Ready To Move,Vijayanagar,West,Normal,Builder Floor,2,Prestige,1396,2,3,Semi-Furnished,East,0-1 years,5.6,0,1,0,1,0,1,0,Cauvery,Vijayanagar,0.3,102924,514620,5,31,3,0,1,Veg Only,51462
BLR-XPND-2967,Carpet Area,22-Feb,Marathahalli,East,Normal,Apartment,3,Brigade,2328,3,0,Fully Furnished,West,1-5 years,6.2,0,1,0,1,1,1,1,Borewell,Kundalahalli,1.5,195066,487665,1,54,2,1,1,Any,97533
BLR-XPND-2968,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Builder Floor,3,Standalone,1785,3,2,Unfurnished,South,10+ years,0.6,0,0,0,1,0,0,0,Borewell,Ulsoor,0.4,149774,524209,5,9,2,0,1,Any,74887
BLR-XPND-2969,Super built-up Area,11-Feb,JP Nagar,South,Normal,Independent House,2,Standalone,1020,2,3,Semi-Furnished,North-East,1-5 years,13.9,0,1,0,1,1,1,0,Cauvery,JP Nagar,0.8,76518,344331,1,69,3,0,1,Veg Only,38259
BLR-XPND-2970,Carpet Area,Ready To Move,Electronic City,South,Normal,Independent House,3,Sobha,1539,3,0,Semi-Furnished,South-East,0-1 years,8.1,0,0,0,1,0,0,1,Borewell,Electronic City,0.5,90198,315693,5,41,3,0,0,Veg Only,45099
BLR-XPND-2971,Carpet Area,26-Feb,Hebbal,North,Normal,Apartment,2,Standalone,1196,3,2,Semi-Furnished,South,10+ years,1.4,1,1,0,1,0,0,0,Tanker,Hebbal,0.3,82802,248406,5,11,1,1,1,Any,41401
BLR-XPND-2972,Built-up Area,Ready To Move,MG Road,Central,Hot,Independent House,3,Prestige,2217,4,2,Semi-Furnished,West,1-5 years,10.5,0,1,0,1,0,0,0,Borewell,MG Road,0.2,303708,1518540,8,49,2,0,1,Any,151854
BLR-XPND-2973,Carpet Area,06-Apr,Ulsoor,Central,Hot,Apartment,3,Brigade,1836,4,0,Unfurnished,South,1-5 years,2.9,1,0,1,1,0,0,0,Tanker,Ulsoor,0.4,166838,500514,9,17,2,1,1,Any,83419
BLR-XPND-2974,Built-up Area,Ready To Move,Whitefield,East,Hot,Independent House,3,Mantri,2085,3,3,Fully Furnished,West,10+ years,10.3,0,0,0,1,1,1,0,Tanker,Kadugodi,1.0,192990,771960,4,70,1,0,1,Any,96495
BLR-XPND-2975,Built-up Area,Ready To Move,Jayanagar,South,Normal,Builder Floor,3,Prestige,1530,3,3,Semi-Furnished,North-East,5-10 years,12.0,0,1,0,1,0,0,1,Cauvery + Borewell,Jayanagar,0.4,112230,280575,1,58,2,0,1,Any,56115
BLR-XPND-2976,Built-up Area,Ready To Move,Banaswadi,East,Normal,Apartment,2,Sobha,1560,3,3,Unfurnished,South-East,0-1 years,5.0,1,1,0,1,0,0,0,Tanker,Baiyappanahalli,3.0,96172,288516,3,32,2,1,1,Any,48086
BLR-XPND-2977,Super built-up Area,Ready To Move,Thanisandra,North,Normal,Independent House,1,Sobha,524,1,1,Semi-Furnished,North,10+ years,9.4,0,1,0,1,0,0,0,Borewell + Tanker,Nagawara,3.0,28138,70345,3,50,1,1,1,Any,14069
BLR-XPND-2978,Built-up Area,09-Apr,HSR Layout,South,Hot,Apartment,2,Prestige,1284,2,0,Semi-Furnished,North,0-1 years,9.8,1,1,0,1,1,0,0,Cauvery + Borewell,Bommanahalli,1.2,133872,602424,6,54,1,1,1,Any,66936
BLR-XPND-2979,Built-up Area,14-Feb,Ulsoor,Central,Hot,Apartment,2,Sobha,1572,2,1,Semi-Furnished,North-East,10+ years,13.4,1,1,1,1,1,1,0,Tanker,Ulsoor,0.4,140568,562272,4,61,2,1,1,Any,70284
BLR-XPND-2980,Super built-up Area,Ready To Move,Hoskote,East,Cold,Apartment,4,Mantri,3016,5,0,Unfurnished,South-East,0-1 years,12.1,0,0,0,0,0,0,0,Borewell,None,20.0,89874,314559,2,58,1,1,1,Veg Only,44937
BLR-XPND-2981,Built-up Area,Ready To Move,Indiranagar,Central,Hot,Apartment,2,Standalone,1024,2,2,Fully Furnished,East,0-1 years,4.6,1,1,1,1,1,1,1,Borewell + Tanker,Indiranagar,0.5,147288,736440,4,32,2,1,1,Any,73644
BLR-XPND-2982,Built-up Area,06-May,HSR Layout,South,Hot,Builder Floor,2,Standalone,1144,3,1,Semi-Furnished,West,0-1 years,11.0,0,1,0,1,0,0,1,Cauvery,Bommanahalli,1.2,112496,449984,5,49,3,0,1,Any,56248
BLR-XPND-2983,Super built-up Area,Ready To Move,Marathahalli,East,Normal,Apartment,2,Standalone,1092,2,2,Semi-Furnished,East,1-5 years,1.1,0,1,0,1,0,0,0,Borewell,Kundalahalli,1.5,74408,297632,5,21,2,1,1,Any,37204
BLR-XPND-2984,Built-up Area,Ready To Move,Sarjapur Road,East,Normal,Independent House,2,Sobha,1228,2,1,Fully Furnished,West,0-1 years,9.2,0,1,0,1,1,1,1,Borewell,Silk Board,4.0,109586,547930,4,60,2,0,0,Veg Only,54793
BLR-XPND-2985,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Apartment,2,Unknown,1012,3,1,Semi-Furnished,South,1-5 years,11.5,1,1,0,1,0,0,1,Borewell,Ulsoor,0.4,97012,242530,4,57,2,1,1,Veg Only,48506
BLR-XPND-2986,Carpet Area,12-Apr,Thanisandra,North,Normal,Builder Floor,1,Standalone,510,1,3,Semi-Furnished,South-East,1-5 years,11.5,0,0,0,1,0,0,0,Borewell + Tanker,Nagawara,3.0,31280,78200,2,54,3,1,0,Any,15640
BLR-XPND-2987,Built-up Area,18-Apr,Sarjapur Road,East,Normal,Apartment,3,Sobha,2016,4,1,Semi-Furnished,South,5-10 years,8.2,1,1,0,1,0,0,1,Tanker,Silk Board,4.0,125488,501952,5,43,1,1,1,Any,62744
BLR-XPND-2988,Built-up Area,Ready To Move,JP Nagar,South,Normal,Apartment,3,Brigade,1842,3,2,Semi-Furnished,West,0-1 years,1.4,0,0,0,1,0,0,1,Cauvery,JP Nagar,0.8,151896,455688,3,20,1,1,1,Any,75948
BLR-XPND-2989,Super built-up Area,Ready To Move,HSR Layout,South,Hot,Independent House,1,Unknown,770,2,2,Semi-Furnished,South,10+ years,13.3,0,1,0,1,0,0,0,Tanker,Bommanahalli,1.2,66586,166465,5,58,2,1,0,Any,33293
BLR-XPND-2990,Super built-up Area,Ready To Move,Hebbal,North,Normal,Apartment,3,Sobha,1590,3,0,Semi-Furnished,East,5-10 years,10.8,1,1,0,1,0,0,1,Borewell + Tanker,Hebbal,0.3,110732,442928,4,58,1,1,1,Any,55366
BLR-XPND-2991,Built-up Area,Ready To Move,Yelahanka,North,Cold,Builder Floor,1,Prestige,592,1,3,Semi-Furnished,North,10+ years,13.3,0,0,0,0,0,0,0,Tanker,Nagasandra,10.0,25830,116235,5,60,3,1,1,Veg Only,12915
BLR-XPND-2992,Carpet Area,Ready To Move,Kanakapura Road,South,Normal,Apartment,2,Sobha,1460,2,3,Semi-Furnished,East,10+ years,12.5,1,1,0,1,0,0,0,Cauvery,Silk Institute,1.0,75756,378780,1,64,1,1,1,Any,37878
BLR-XPND-2993,Carpet Area,Ready To Move,Banaswadi,East,Normal,Independent House,2,Standalone,1436,2,3,Fully Furnished,West,10+ years,4.6,0,1,0,1,1,0,1,Tanker,Baiyappanahalli,3.0,96868,290604,1,31,1,1,0,Veg Only,48434
BLR-XPND-2994,Carpet Area,02-Mar,JP Nagar,South,Normal,Apartment,2,Brigade,1364,2,3,Fully Furnished,West,10+ years,9.0,1,1,1,1,1,1,1,Borewell,JP Nagar,0.8,107508,376278,3,49,1,1,1,Any,53754
BLR-XPND-2995,Carpet Area,Ready To Move,Marathahalli,East,Normal,Apartment,2,Mantri,1304,2,1,Semi-Furnished,West,0-1 years,10.1,1,1,0,1,0,0,0,Borewell,Kundalahalli,1.5,100678,503390,5,50,1,1,1,Any,50339
BLR-XPND-2996,Carpet Area,Ready To Move,Yelahanka,North,Cold,Apartment,3,Brigade,1752,3,0,Semi-Furnished,South-East,1-5 years,3.8,0,1,0,1,0,0,0,Borewell + Tanker,Nagasandra,10.0,88174,264522,3,22,2,1,1,Any,44087
BLR-XPND-2997,Built-up Area,Ready To Move,Sarjapur Road,East,Normal,Builder Floor,2,Standalone,1180,2,0,Semi-Furnished,North-East,0-1 years,10.8,0,1,0,1,0,0,0,Borewell + Tanker,Silk Board,4.0,86798,260394,5,70,3,0,1,Veg Only,43399
BLR-XPND-2998,Carpet Area,Ready To Move,JP Nagar,South,Normal,Apartment,2,Mantri,1314,2,3,Semi-Furnished,South,10+ years,3.6,0,1,0,1,0,1,0,Cauvery,JP Nagar,0.8,84420,379890,4,26,1,1,1,Veg Only,42210
BLR-XPND-2999,Carpet Area,20-Apr,Jayanagar,South,Normal,Independent House,1,Standalone,510,1,1,Unfurnished,West,10+ years,3.0,0,0,0,1,0,0,0,Cauvery,Jayanagar,0.4,35862,179310,4,27,3,1,1,Veg Only,17931
BLR-XPND-3000,Carpet Area,Ready To Move,Thanisandra,North,Normal,Apartment,2,Unknown,1402,3,0,Semi-Furnished,South-East,1-5 years,2.0,1,1,0,1,1,0,0,Borewell + Tanker,Nagawara,3.0,85988,386946,4,20,1,1,1,Any,42994
BLR-XPND-3001,Super built-up Area,Ready To Move,Hebbal,North,Normal,Apartment,2,Brigade,1144,2,2,Semi-Furnished,South,0-1 years,5.4,0,1,1,1,0,0,0,Borewell,Hebbal,0.3,96434,241085,3,28,2,1,1,Any,48217
BLR-XPND-3002,Built-up Area,Ready To Move,Marathahalli,East,Normal,Builder Floor,2,Brigade,1190,2,0,Semi-Furnished,West,0-1 years,10.0,0,0,0,1,1,0,0,Tanker,Kundalahalli,1.5,90544,362176,4,69,1,0,0,Any,45272
BLR-XPND-3003,Built-up Area,Ready To Move,Malleshwaram,West,Normal,Apartment,2,Mantri,1196,2,2,Unfurnished,South,5-10 years,1.0,1,0,0,1,0,0,0,Borewell,Mantri Square,0.5,79972,399860,1,11,2,1,1,Veg Only,39986
BLR-XPND-3004,Super built-up Area,05-Apr,Marathahalli,East,Normal,Apartment,3,Mantri,1605,4,2,Semi-Furnished,South-East,10+ years,12.1,1,1,0,1,0,0,0,Borewell,Kundalahalli,1.5,96956,387824,3,64,2,1,1,Any,48478
BLR-XPND-3005,Super built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,2,Mantri,1526,2,1,Semi-Furnished,East,5-10 years,11.9,0,1,0,1,0,0,1,Borewell,Gottigere,1.5,87848,439240,2,59,1,1,1,Any,43924
BLR-XPND-3006,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Independent House,3,Sobha,1920,4,2,Unfurnished,North,0-1 years,7.0,0,1,0,1,0,0,0,Borewell,Ulsoor,0.4,186200,744800,6,36,3,1,0,Any,93100
BLR-XPND-3007,Built-up Area,19-Feb,Koramangala,South,Hot,Apartment,2,Mantri,1212,2,1,Unfurnished,North-East,1-5 years,5.9,1,1,1,1,0,0,0,Cauvery,BTM Layout,2.5,113350,396725,4,28,2,1,1,Any,56675
BLR-XPND-3008,Super built-up Area,Ready To Move,HSR Layout,South,Hot,Builder Floor,2,Brigade,1062,2,3,Unfurnished,South-East,0-1 years,14.8,0,1,0,1,0,0,0,Tanker,Bommanahalli,1.2,98798,296394,9,68,2,0,0,Veg Only,49399
BLR-XPND-3009,Carpet Area,Ready To Move,Jayanagar,South,Normal,Apartment,4,Mantri,2852,5,2,Unfurnished,North,0-1 years,1.7,0,1,1,1,0,0,0,Borewell,Jayanagar,0.4,241848,604620,5,21,2,1,1,Veg Only,120924
BLR-XPND-3010,Built-up Area,Ready To Move,Hoskote,East,Cold,Apartment,3,Unknown,1572,3,0,Semi-Furnished,West,5-10 years,0.9,0,1,0,1,0,0,0,Borewell,None,20.0,43116,107790,4,31,1,1,1,Veg Only,21558
BLR-XPND-3011,Built-up Area,01-Apr,Indiranagar,Central,Hot,Apartment,1,Sobha,542,1,1,Semi-Furnished,South,5-10 years,1.4,1,0,0,1,0,0,0,Borewell,Indiranagar,0.5,51154,127885,5,19,2,0,1,Veg Only,25577
BLR-XPND-3012,Carpet Area,23-Mar,Marathahalli,East,Normal,Builder Floor,2,Standalone,1028,2,1,Semi-Furnished,East,0-1 years,8.5,0,0,0,1,0,0,0,Tanker,Kundalahalli,1.5,72926,291704,3,54,2,1,1,Any,36463
BLR-XPND-3013,Built-up Area,29-Apr,Jayanagar,South,Normal,Builder Floor,1,Mantri,644,2,2,Semi-Furnished,South-East,5-10 years,3.9,0,1,0,1,1,0,0,Cauvery,Jayanagar,0.4,51146,204584,1,30,3,0,1,Veg Only,25573
BLR-XPND-3014,Carpet Area,Ready To Move,Banaswadi,East,Normal,Builder Floor,1,Brigade,684,2,2,Semi-Furnished,South-East,0-1 years,15.0,0,1,0,1,1,0,0,Borewell,Baiyappanahalli,3.0,47002,211509,1,86,3,0,0,Any,23501
BLR-XPND-3015,Super built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,2,Sobha,1204,2,0,Semi-Furnished,South,0-1 years,10.5,1,1,1,1,0,0,0,Tanker,Gottigere,1.5,82810,372645,2,54,2,1,1,Any,41405
BLR-XPND-3016,Super built-up Area,08-Feb,Electronic City,South,Normal,Apartment,4,Standalone,2712,4,0,Semi-Furnished,North-East,0-1 years,12.4,1,1,0,1,0,0,0,Tanker,Electronic City,0.5,161036,805180,5,58,1,1,1,Any,80518
BLR-XPND-3017,Carpet Area,22-Apr,Jayanagar,South,Normal,Apartment,3,Sobha,2277,3,0,Semi-Furnished,East,5-10 years,14.1,0,1,0,1,0,0,0,Tanker,Jayanagar,0.4,167634,419085,1,71,2,1,1,Any,83817
BLR-XPND-3018,Carpet Area,Ready To Move,Banaswadi,East,Normal,Builder Floor,1,Mantri,670,2,2,Unfurnished,North,5-10 years,4.1,0,1,0,1,0,0,0,Borewell,Baiyappanahalli,3.0,34934,104802,2,27,3,1,1,Veg Only,17467
BLR-XPND-3019,Built-up Area,20-Apr,HSR Layout,South,Hot,Apartment,1,Brigade,698,1,3,Unfurnished,South-East,0-1 years,14.7,1,1,0,1,0,0,0,Borewell,Bommanahalli,1.2,63144,284148,5,63,1,0,1,Any,31572
BLR-XPND-3020,Carpet Area,Ready To Move,Hebbal,North,Normal,Apartment,2,Standalone,1398,2,1,Semi-Furnished,South,10+ years,11.4,1,1,1,1,0,1,0,Borewell + Tanker,Hebbal,0.3,96584,289752,1,54,1,1,1,Any,48292
BLR-XPND-3021,Super built-up Area,Ready To Move,Devanahalli,North,Cold,Independent House,3,Brigade,1518,3,2,Fully Furnished,East,1-5 years,3.1,0,1,0,0,1,1,1,Tanker,None,25.0,63732,159330,4,17,3,1,0,Any,31866
BLR-XPND-3022,Built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,1,Standalone,679,1,0,Semi-Furnished,North-East,5-10 years,7.5,0,0,0,0,0,0,0,Borewell,None,25.0,21602,97209,1,37,2,0,1,Any,10801
BLR-XPND-3023,Built-up Area,Ready To Move,Banaswadi,East,Normal,Apartment,1,Unknown,773,2,1,Unfurnished,West,1-5 years,10.9,1,0,0,1,0,0,0,Borewell + Tanker,Baiyappanahalli,3.0,41716,146006,2,57,1,0,1,Veg Only,20858
BLR-XPND-3024,Built-up Area,27-Mar,Whitefield,East,Hot,Apartment,4,Standalone,2500,5,2,Semi-Furnished,North,1-5 years,6.7,1,0,1,1,0,0,0,Borewell,Kadugodi,1.0,202932,608796,6,45,1,1,1,Any,101466
BLR-XPND-3025,Carpet Area,Ready To Move,Bannerghatta Road,South,Normal,Builder Floor,2,Unknown,1028,2,2,Unfurnished,South,10+ years,6.7,0,0,0,1,0,0,0,Cauvery,Gottigere,1.5,55780,223120,2,35,3,1,0,Any,27890
BLR-XPND-3026,Built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,4,Unknown,2376,4,3,Unfurnished,East,0-1 years,2.9,0,0,0,1,0,0,0,Cauvery + Borewell,Rajajinagar,0.4,176818,795681,4,23,2,1,1,Any,88409
BLR-XPND-3027,Super built-up Area,Ready To Move,Indiranagar,Central,Hot,Apartment,4,Sobha,2904,5,0,Semi-Furnished,South-East,5-10 years,4.6,1,1,1,1,0,1,1,Borewell,Indiranagar,0.5,299912,1499560,9,25,2,1,1,Any,149956
BLR-XPND-3028,Super built-up Area,08-Mar,Anekal,South,Cold,Apartment,3,Brigade,1710,4,0,Semi-Furnished,North,10+ years,7.6,0,1,0,1,0,0,1,Cauvery + Borewell,None,15.0,39114,97785,1,36,2,1,1,Any,19557
BLR-XPND-3029,Built-up Area,11-Apr,Bannerghatta Road,South,Normal,Apartment,2,Prestige,1464,3,0,Semi-Furnished,North-East,10+ years,8.3,1,1,1,1,0,0,1,Tanker,Gottigere,1.5,85756,257268,5,42,2,1,1,Any,42878
BLR-XPND-3030,Super built-up Area,Ready To Move,Electronic City,South,Normal,Apartment,2,Mantri,1564,2,0,Semi-Furnished,West,0-1 years,11.1,1,0,0,1,0,0,0,Cauvery,Electronic City,0.5,87838,307433,2,53,2,1,1,Veg Only,43919
BLR-XPND-3031,Carpet Area,Ready To Move,Hoskote,East,Cold,Apartment,3,Standalone,2121,3,0,Semi-Furnished,South-East,10+ years,12.4,1,1,0,0,0,0,0,Borewell,None,20.0,56486,225944,3,73,2,1,1,Any,28243
BLR-XPND-3032,Carpet Area,Ready To Move,Sarjapur Road,East,Normal,Apartment,2,Mantri,1128,2,1,Semi-Furnished,North,0-1 years,5.5,1,0,0,1,0,0,0,Borewell + Tanker,Silk Board,4.0,84520,211300,3,46,2,1,1,Any,42260
BLR-XPND-3033,Carpet Area,Ready To Move,Hoskote,East,Cold,Builder Floor,3,Brigade,1593,3,3,Semi-Furnished,East,5-10 years,2.7,0,0,0,0,0,0,0,Tanker,None,20.0,40722,203610,1,25,2,0,0,Any,20361
BLR-XPND-3034,Built-up Area,Ready To Move,Yelahanka,North,Cold,Independent House,2,Brigade,1130,3,2,Fully Furnished,South,5-10 years,13.9,0,0,0,0,1,1,1,Tanker,Nagasandra,10.0,60222,180666,2,66,2,0,1,Any,30111
BLR-XPND-3035,Built-up Area,Ready To Move,MG Road,Central,Hot,Apartment,2,Mantri,1138,2,0,Unfurnished,West,5-10 years,2.8,1,1,1,1,0,0,0,Tanker,MG Road,0.2,127986,575937,6,16,1,1,1,Any,63993
BLR-XPND-3036,Built-up Area,Ready To Move,Koramangala,South,Hot,Apartment,2,Standalone,1462,2,3,Semi-Furnished,South,0-1 years,0.5,1,0,1,1,1,0,0,Tanker,BTM Layout,2.5,160434,721953,9,12,1,1,1,Veg Only,80217
BLR-XPND-3037,Super built-up Area,Ready To Move,Whitefield,East,Hot,Apartment,3,Sobha,2013,3,2,Semi-Furnished,East,5-10 years,5.9,1,1,0,1,0,1,0,Borewell + Tanker,Kadugodi,1.0,151860,607440,8,45,1,1,1,Veg Only,75930
BLR-XPND-3038,Super built-up Area,Ready To Move,JP Nagar,South,Normal,Independent House,1,Prestige,685,2,3,Semi-Furnished,South,10+ years,4.4,0,1,0,1,0,0,0,Tanker,JP Nagar,0.8,43160,151060,2,24,1,0,1,Any,21580
BLR-XPND-3039,Carpet Area,Ready To Move,Banaswadi,East,Normal,Apartment,1,Mantri,733,1,1,Semi-Furnished,North-East,5-10 years,1.0,0,1,0,1,0,0,0,Borewell + Tanker,Baiyappanahalli,3.0,42266,211330,4,29,2,0,1,Any,21133
BLR-XPND-3040,Carpet Area,Ready To Move,Banaswadi,East,Normal,Apartment,3,Prestige,2190,3,0,Semi-Furnished,South-East,5-10 years,3.6,1,1,0,1,0,0,1,Borewell,Baiyappanahalli,3.0,114960,402360,2,39,2,1,1,Any,57480
